TransactionID,CustomerCode,Accessories_name,Accessories_subname,Unitprice,Unit,SalesValue
P123171,0213CI000000179,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123177,0213CK000000022,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123178,0213CL000000179,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123180,0213CL000000339,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123181,0213CL000000450,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123185,0213CM000000017,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123186,0213CM000000029,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123191,0213CP000000104,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123193,0213CP000000170,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123195,0213A0000000845,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123197,0213A0000000914,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123198,0213A0000000933,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123199,0213A0000000969,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123201,0213A0000001082,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123202,0213A0000001089,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123203,0213A0000001187,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123212,0213A3000000021,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123215,0213A4000000015,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123216,0213A4000000096,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123217,0213A5000000014,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123220,0213A5000000116,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123221,0213A5000000126,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123222,0213A5000000140,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123223,0210AC000001737,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123229,0210AL000000188,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123230,0210AT000000549,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123233,0210BP000000733,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123234,0211A7000000227,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123242,0211AI000000367,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123245,0211AX000000227,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123249,0211BZ000000387,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123255,0213DW000000427,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123258,0213DX000000100,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123261,0213DY000000022,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123265,0213DY000000456,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123267,0213DY000000542,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123271,0213DZ000000219,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123272,0213DZ000000334,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123285,0213DY000000156,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123286,0213DY000000157,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123289,0213DY000000310,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123290,0213DY000000407,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123291,0213DY000000473,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123293,0213DY000000548,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123294,0213DY000000567,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123297,0213DY000000943,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123304,0213DZ000000313,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123305,0213DZ000000377,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123306,0213EB000000007,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123307,0213EB000000066,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123308,0213EB000000132,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123309,0213EB000000145,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123312,0213EB000000395,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123314,0213EC000000138,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123315,0213DN000000160,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123316,0213DO000000052,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123319,0213DP000000108,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123320,0213DP000000153,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123322,0213DP000000173,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123326,0213DP000000592,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123330,0213DQ000000096,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123331,0213DQ000000131,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123337,0213DQ000000384,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123344,0213DR000000626,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123346,0313AC000000129,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123352,0313AC000000604,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123362,0313AG000000809,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123364,0313AG000000854,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123367,0313AI000000263,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123369,0313AI000000638,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123372,0313AI000000784,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123373,0313AJ000000285,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123374,0313AJ000000295,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123376,0213CH000000064,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123379,0213CI000000156,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123382,0213CJ000000034,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123384,0213CJ000000113,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123385,0213CJ000000137,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123386,0213CJ000000146,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123387,0213CJ000000172,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123391,0213CK000000002,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123392,0213CK000000014,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123393,0213CK000000020,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123394,0213CK000000038,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123402,0213CL000000314,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123404,0213CL000000491,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123407,0213AJ000000297,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123409,0213AJ000000344,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123411,0213AJ000000412,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123412,0213AJ000000413,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123414,0213AJ000000436,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123417,0213AJ000000623,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123419,0213AK000000063,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123425,0213AK000000587,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123429,0213AK000000804,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123432,0213AK000001057,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123436,0213DB000000724,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123440,0213DC000000131,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123442,0213DC000000199,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123443,0213DE000000270,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123463,0213DH000000545,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123465,0213DK000000023,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123469,0213CL000000531,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123475,0213CP000000186,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123477,0213CP000000252,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123481,0213CP000000417,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123485,0213CR000000035,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123488,0213CR000000269,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123489,0213CR000000285,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123492,0213CR000000437,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123494,0213CR000000466,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123500,0213DE000000049,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123504,0213DE000000221,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123506,0213DE000000584,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123509,0213DF000000370,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123511,0213DF000000583,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123512,0213DG000000044,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123515,0213DG000000168,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123518,0213DI000000003,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123521,0213DI000000409,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123522,0213DI000000410,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123528,0213DL000000014,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123529,0213DL000000052,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123530,0213DL000000055,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123534,0213DM000000311,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123536,0213DM000000411,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123537,0213DN000000029,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123538,0213DN000000086,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123542,0213DO000000087,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123543,0213DP000000202,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123544,0213DP000000284,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123549,0213DQ000000088,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123550,0213DQ000000119,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123562,0213DQ000000475,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123567,0213DR000000270,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123575,0213DR000000844,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123577,0213DS000000043,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123578,0213DS000000096,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123585,0213DT000000160,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123586,0213DT000000239,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123587,0213DT000000291,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123588,0213DT000000561,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123589,0213BZ000000395,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123590,0213BZ000000429,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123591,0213BZ000000488,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123592,0213BZ000000501,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123594,0213CH000000063,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123600,0213CK000000047,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123601,0213CL000000004,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123602,0213CL000000019,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123603,0213CL000000021,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123604,0213CL000000049,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123605,0213CL000000058,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123606,0213CL000000309,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123607,0213CL000000385,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123609,0213CL000000548,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123615,0213CP000000074,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123618,0213CP000000168,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123620,0213HD000000311,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123624,0213HD000000393,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123628,0213HD000000541,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123631,0307AH000006185,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123635,0308BH000002296,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123636,0308CH000001808,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123639,0308QH000001269,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123641,0309AH000004125,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123643,0309CH000002430,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123647,0310A$000003513,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123659,0213CP000000453,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123660,0213CR000000019,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123662,0213CR000000406,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123663,0213CR000000421,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123668,0213CU000000178,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123670,0213CU000000206,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123672,0213CU000000393,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123674,0213CW000000167,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123679,0213CY000000174,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123680,0213DZ000000227,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123684,0213EB000000158,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123685,0213EB000000202,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123686,0213EB000000375,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123687,0213EC000000264,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123699,0213HD000000072,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123700,0213HD000000075,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123702,0213HD000000198,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123705,0213HD000000319,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123708,0213HD000000598,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123716,0213HD000000865,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123717,0307AH000007136,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123718,0308AH000008216,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123721,0308KH000001460,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123725,03098H000000448,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123726,0309AC000000165,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123729,0309QH000000296,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123734,0310A2000000152,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123737,0310AA000007899,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123740,0310AB000003325,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123741,0313AJ000000299,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123746,0313AJ000000612,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123748,0313AK000000104,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123749,0313AK000000189,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123756,0313AK000000996,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123760,0313AK000001403,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123763,0313AN000000037,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123764,0313AN000000201,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123765,0313AN000000228,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123772,0213A5000000229,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123773,0213A6000000005,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123774,0213A6000000024,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123775,0213A6000000034,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123776,0213A7000000124,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123779,0213A7000000161,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123781,0213A7000000278,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123782,0213A7000000289,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123783,0213A7000000336,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123784,0213A7000000369,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123787,0213A8000000093,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123791,0213A8000000333,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123792,0213A8000000341,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123793,0213A8000000360,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123796,0213A8000000558,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123797,0213A9000000028,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123799,0213A9000000124,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123801,0213BX000000461,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123804,0213BZ000000005,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123805,0213BZ000000131,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123811,0213CA000000009,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123812,0213CA000000043,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123814,0213CH000000075,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123816,0213CI000000157,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123818,0213CI000000284,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123821,0213CJ000000074,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123822,0213CJ000000086,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123828,0213CK000000070,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123830,0213CL000000095,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123835,0213A9000000504,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P123838,0213A9000000747,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P123840,0213AA000000382,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P123845,0213AA000000750,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P123848,0213AA000000993,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P123853,0213AA000001432,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P123857,0213AA000001555,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P123859,0213AA000001765,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P123862,0212A7000000400,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
